File,InputClass,Prediction,PredictionStatus,Percentage
gas_station_71_6_msrgb.jpg,gas_station,multi-unit_residential,Incorrect,0.9556395
golf_course_14_1_msrgb.jpg,golf_course,factory_or_powerplant,Incorrect,0.3182516
golf_course_17_9_msrgb.jpg,golf_course,dam,Incorrect,0.71280956
golf_course_50_2_msrgb.jpg,golf_course,factory_or_powerplant,Incorrect,0.50971955
golf_course_62_7_msrgb.jpg,golf_course,golf_course,Correct,0.99999595
golf_course_68_1_msrgb.jpg,golf_course,park,Incorrect,0.19685115
ground_transportation_station_182_4_msrgb.jpg,ground_transportation_station,place_of_worship,Incorrect,0.9880503
ground_transportation_station_185_1_msrgb.jpg,ground_transportation_station,fire_station,Incorrect,0.944809
ground_transportation_station_237_2_msrgb.jpg,ground_transportation_station,fountain,Incorrect,0.8966687
ground_transportation_station_58_5_msrgb.jpg,ground_transportation_station,single-unit_residential,Incorrect,0.26658025
ground_transportation_station_81_3_msrgb.jpg,ground_transportation_station,airport_terminal,Incorrect,0.9999988
helipad_40_4_msrgb.jpg,helipad,office_building,Incorrect,0.99986315
helipad_48_2_msrgb.jpg,helipad,office_building,Incorrect,0.54352146
helipad_48_4_msrgb.jpg,helipad,railway_bridge,Incorrect,0.6748433
helipad_65_9_msrgb.jpg,helipad,airport_terminal,Incorrect,0.9764666
helipad_91_6_msrgb.jpg,helipad,flooded_road,Incorrect,0.51036215
hospital_138_0_msrgb.jpg,hospital,single-unit_residential,Incorrect,0.9999894
hospital_3_4_msrgb.jpg,hospital,smokestack,Incorrect,0.54859304
hospital_4_2_msrgb.jpg,hospital,debris_or_rubble,Incorrect,0.94236785
hospital_57_1_msrgb.jpg,hospital,golf_course,Incorrect,0.55668414
hospital_95_3_msrgb.jpg,hospital,gas_station,Incorrect,0.84616464
impoverished_settlement_16_1_msrgb.jpg,impoverished_settlement,airport,Incorrect,0.5688602
impoverished_settlement_16_3_msrgb.jpg,impoverished_settlement,impoverished_settlement,Correct,0.94664985
impoverished_settlement_1_1_msrgb.jpg,impoverished_settlement,impoverished_settlement,Correct,0.9783941
impoverished_settlement_28_5_msrgb.jpg,impoverished_settlement,impoverished_settlement,Correct,0.9999869
impoverished_settlement_5_4_msrgb.jpg,impoverished_settlement,port,Incorrect,0.82646406
interchange_37_8_msrgb.jpg,interchange,interchange,Correct,0.9999224
interchange_39_1_msrgb.jpg,interchange,hospital,Incorrect,0.5255116
interchange_51_0_msrgb.jpg,interchange,toll_booth,Incorrect,0.8954179
interchange_58_3_msrgb.jpg,interchange,interchange,Correct,0.99999976
interchange_79_1_msrgb.jpg,interchange,interchange,Correct,0.9999565
lake_or_pond_16_1_msrgb.jpg,lake_or_pond,aquaculture,Incorrect,0.995876
lake_or_pond_1_3_msrgb.jpg,lake_or_pond,tunnel_opening,Incorrect,0.5187992
lake_or_pond_44_0_msrgb.jpg,lake_or_pond,military_facility,Incorrect,0.5894019
lake_or_pond_4_0_msrgb.jpg,lake_or_pond,lake_or_pond,Correct,0.9784773
lake_or_pond_9_0_msrgb.jpg,lake_or_pond,barn,Incorrect,0.36014146
lighthouse_103_3_msrgb.jpg,lighthouse,lighthouse,Correct,0.67728895
lighthouse_105_0_msrgb.jpg,lighthouse,dam,Incorrect,0.9678192
lighthouse_36_7_msrgb.jpg,lighthouse,park,Incorrect,0.51433206
lighthouse_5_2_msrgb.jpg,lighthouse,wind_farm,Incorrect,0.6966079
lighthouse_9_1_msrgb.jpg,lighthouse,dam,Incorrect,0.6375329
military_facility_121_7_msrgb.jpg,military_facility,amusement_park,Incorrect,0.43686506
military_facility_318_0_msrgb.jpg,military_facility,office_building,Incorrect,0.49022508
military_facility_326_11_msrgb.jpg,military_facility,surface_mine,Incorrect,0.76828855
military_facility_56_5_msrgb.jpg,military_facility,railway_bridge,Incorrect,0.8807232
military_facility_60_1_msrgb.jpg,military_facility,gas_station,Incorrect,0.93430877
multi-unit_residential_135_9_msrgb.jpg,multi-unit_residential,single-unit_residential,Incorrect,0.97631377
multi-unit_residential_151_1_msrgb.jpg,multi-unit_residential,hospital,Incorrect,0.9978604
multi-unit_residential_186_4_msrgb.jpg,multi-unit_residential,multi-unit_residential,Correct,0.5601918
multi-unit_residential_58_3_msrgb.jpg,multi-unit_residential,ground_transportation_station,Incorrect,0.5586712
multi-unit_residential_68_8_msrgb.jpg,multi-unit_residential,flooded_road,Incorrect,0.6519968
nuclear_powerplant_2_5_msrgb.jpg,nuclear_powerplant,tunnel_opening,Incorrect,0.9995004
nuclear_powerplant_7_1_msrgb.jpg,nuclear_powerplant,nuclear_powerplant,Correct,0.9978834
nuclear_powerplant_9_0_msrgb.jpg,nuclear_powerplant,toll_booth,Incorrect,0.9236862
office_building_0_9_msrgb.jpg,office_building,office_building,Correct,0.75115895
office_building_145_0_msrgb.jpg,office_building,barn,Incorrect,0.7520066
office_building_146_1_msrgb.jpg,office_building,fire_station,Incorrect,0.6721691
office_building_3_4_msrgb.jpg,office_building,gas_station,Incorrect,0.9999994
office_building_49_1_msrgb.jpg,office_building,military_facility,Incorrect,0.72771186
oil_or_gas_facility_135_2_msrgb.jpg,oil_or_gas_facility,impoverished_settlement,Incorrect,0.99933547
oil_or_gas_facility_161_5_msrgb.jpg,oil_or_gas_facility,airport_hangar,Incorrect,0.44043574
oil_or_gas_facility_165_0_msrgb.jpg,oil_or_gas_facility,lake_or_pond,Incorrect,0.5743066
oil_or_gas_facility_195_1_msrgb.jpg,oil_or_gas_facility,waste_disposal,Incorrect,0.99998415
oil_or_gas_facility_77_2_msrgb.jpg,oil_or_gas_facility,lake_or_pond,Incorrect,0.9997434
park_32_3_msrgb.jpg,park,park,Correct,0.9913675
park_41_4_msrgb.jpg,park,hospital,Incorrect,0.3594745
park_80_4_msrgb.jpg,park,impoverished_settlement,Incorrect,0.9954965
park_88_4_msrgb.jpg,park,barn,Incorrect,0.44162357
park_95_9_msrgb.jpg,park,surface_mine,Incorrect,0.34774852
parking_lot_or_garage_122_5_msrgb.jpg,parking_lot_or_garage,railway_bridge,Incorrect,0.9967514
parking_lot_or_garage_168_1_msrgb.jpg,parking_lot_or_garage,ground_transportation_station,Incorrect,0.379415
parking_lot_or_garage_191_2_msrgb.jpg,parking_lot_or_garage,interchange,Incorrect,0.99959606
parking_lot_or_garage_206_3_msrgb.jpg,parking_lot_or_garage,parking_lot_or_garage,Correct,0.5080819
parking_lot_or_garage_66_0_msrgb.jpg,parking_lot_or_garage,shopping_mall,Incorrect,0.7509264
place_of_worship_142_4_msrgb.jpg,place_of_worship,single-unit_residential,Incorrect,0.4592533
place_of_worship_269_6_msrgb.jpg,place_of_worship,railway_bridge,Incorrect,0.522758
place_of_worship_438_11_msrgb.jpg,place_of_worship,police_station,Incorrect,0.32203442
place_of_worship_476_2_msrgb.jpg,place_of_worship,park,Incorrect,0.4421275
place_of_worship_73_13_msrgb.jpg,place_of_worship,single-unit_residential,Incorrect,0.9826036
police_station_10_0_msrgb.jpg,police_station,parking_lot_or_garage,Incorrect,0.8924388
police_station_116_8_msrgb.jpg,police_station,place_of_worship,Incorrect,0.54723376
police_station_37_0_msrgb.jpg,police_station,parking_lot_or_garage,Incorrect,0.47172725
police_station_46_7_msrgb.jpg,police_station,ground_transportation_station,Incorrect,0.86116636
police_station_4_8_msrgb.jpg,police_station,ground_transportation_station,Incorrect,0.999653
port_12_1_msrgb.jpg,port,impoverished_settlement,Incorrect,0.99999976
port_35_3_msrgb.jpg,port,amusement_park,Incorrect,0.6132032
port_36_2_msrgb.jpg,port,impoverished_settlement,Incorrect,0.8566808
port_58_0_msrgb.jpg,port,amusement_park,Incorrect,0.49095508
port_8_6_msrgb.jpg,port,port,Correct,0.99244267
prison_18_5_msrgb.jpg,prison,hospital,Incorrect,0.9713866
prison_33_2_msrgb.jpg,prison,road_bridge,Incorrect,0.4536865
prison_34_11_msrgb.jpg,prison,hospital,Incorrect,0.77127457
prison_46_15_msrgb.jpg,prison,solar_farm,Incorrect,0.5780825
prison_72_0_msrgb.jpg,prison,shopping_mall,Incorrect,0.96322566
race_track_116_0_msrgb.jpg,race_track,car_dealership,Incorrect,0.87498826
race_track_170_0_msrgb.jpg,race_track,burial_site,Incorrect,0.35268095
race_track_23_2_msrgb.jpg,race_track,solar_farm,Incorrect,0.99183977
race_track_51_7_msrgb.jpg,race_track,toll_booth,Incorrect,0.9488473
race_track_53_5_msrgb.jpg,race_track,road_bridge,Incorrect,0.46209508
railway_bridge_76_4_msrgb.jpg,railway_bridge,tunnel_opening,Incorrect,0.50079334
railway_bridge_78_3_msrgb.jpg,railway_bridge,road_bridge,Incorrect,0.55210024
railway_bridge_80_0_msrgb.jpg,railway_bridge,road_bridge,Incorrect,0.99095774
railway_bridge_85_2_msrgb.jpg,railway_bridge,lighthouse,Incorrect,0.99915636
railway_bridge_8_5_msrgb.jpg,railway_bridge,crop_field,Incorrect,0.53800535
recreational_facility_246_1_msrgb.jpg,recreational_facility,car_dealership,Incorrect,0.71481305
recreational_facility_28_6_msrgb.jpg,recreational_facility,ground_transportation_station,Incorrect,0.9475021
recreational_facility_375_18_msrgb.jpg,recreational_facility,railway_bridge,Incorrect,0.56146973
recreational_facility_389_5_msrgb.jpg,recreational_facility,single-unit_residential,Incorrect,0.99999535
recreational_facility_585_1_msrgb.jpg,recreational_facility,hospital,Incorrect,0.46101204
road_bridge_24_8_msrgb.jpg,road_bridge,lake_or_pond,Incorrect,0.9741256
road_bridge_44_4_msrgb.jpg,road_bridge,burial_site,Incorrect,0.5470127
road_bridge_47_2_msrgb.jpg,road_bridge,railway_bridge,Incorrect,0.5109335
road_bridge_51_7_msrgb.jpg,road_bridge,hospital,Incorrect,0.7488483
road_bridge_55_18_msrgb.jpg,road_bridge,interchange,Incorrect,0.9360772
runway_13_3_msrgb.jpg,runway,nuclear_powerplant,Incorrect,0.9814694
runway_39_2_msrgb.jpg,runway,impoverished_settlement,Incorrect,0.99993503
runway_49_3_msrgb.jpg,runway,lighthouse,Incorrect,0.9999571
runway_66_3_msrgb.jpg,runway,impoverished_settlement,Incorrect,0.9994259
runway_72_1_msrgb.jpg,runway,railway_bridge,Incorrect,0.9990513
shipyard_12_5_msrgb.jpg,shipyard,amusement_park,Incorrect,0.999987
shipyard_13_3_msrgb.jpg,shipyard,car_dealership,Incorrect,0.94852185
shipyard_6_8_msrgb.jpg,shipyard,space_facility,Incorrect,0.73838365
shipyard_7_4_msrgb.jpg,shipyard,nuclear_powerplant,Incorrect,0.97941476
shopping_mall_101_3_msrgb.jpg,shopping_mall,factory_or_powerplant,Incorrect,0.85390127
shopping_mall_132_2_msrgb.jpg,shopping_mall,ground_transportation_station,Incorrect,0.7797136
shopping_mall_2_0_msrgb.jpg,shopping_mall,railway_bridge,Incorrect,0.99717724
shopping_mall_4_2_msrgb.jpg,shopping_mall,airport_terminal,Incorrect,0.99942625
shopping_mall_64_5_msrgb.jpg,shopping_mall,shopping_mall,Correct,0.999493
single-unit_residential_18_0_msrgb.jpg,single-unit_residential,golf_course,Incorrect,0.45333898
single-unit_residential_19_3_msrgb.jpg,single-unit_residential,hospital,Incorrect,0.79471314
single-unit_residential_269_9_msrgb.jpg,single-unit_residential,single-unit_residential,Correct,0.3795093
single-unit_residential_316_3_msrgb.jpg,single-unit_residential,multi-unit_residential,Incorrect,0.7891641
single-unit_residential_329_9_msrgb.jpg,single-unit_residential,single-unit_residential,Correct,0.9581748
smokestack_12_2_msrgb.jpg,smokestack,railway_bridge,Incorrect,0.9494902
smokestack_24_15_msrgb.jpg,smokestack,helipad,Incorrect,0.5218256
smokestack_29_8_msrgb.jpg,smokestack,parking_lot_or_garage,Incorrect,0.79695517
smokestack_32_15_msrgb.jpg,smokestack,electric_substation,Incorrect,0.8489599
smokestack_59_1_msrgb.jpg,smokestack,fire_station,Incorrect,0.54838413
solar_farm_10_4_msrgb.jpg,solar_farm,solar_farm,Correct,0.9999999
solar_farm_112_0_msrgb.jpg,solar_farm,toll_booth,Incorrect,0.9328303
solar_farm_262_0_msrgb.jpg,solar_farm,solar_farm,Correct,0.51041126
solar_farm_38_2_msrgb.jpg,solar_farm,burial_site,Incorrect,0.9596371
solar_farm_85_0_msrgb.jpg,solar_farm,impoverished_settlement,Incorrect,0.9973858
space_facility_2_4_msrgb.jpg,space_facility,flooded_road,Incorrect,0.40332446
space_facility_4_3_msrgb.jpg,space_facility,nuclear_powerplant,Incorrect,0.99974746
space_facility_4_6_msrgb.jpg,space_facility,construction_site,Incorrect,0.8800691
space_facility_7_5_msrgb.jpg,space_facility,space_facility,Correct,0.97825384
space_facility_7_6_msrgb.jpg,space_facility,space_facility,Correct,0.99998045
stadium_19_7_msrgb.jpg,stadium,shipyard,Incorrect,0.96001023
stadium_24_0_msrgb.jpg,stadium,aquaculture,Incorrect,0.99416417
stadium_30_7_msrgb.jpg,stadium,railway_bridge,Incorrect,0.6762062
stadium_57_3_msrgb.jpg,stadium,shopping_mall,Incorrect,0.99957305
stadium_59_0_msrgb.jpg,stadium,shopping_mall,Incorrect,0.9642415
storage_tank_109_1_msrgb.jpg,storage_tank,smokestack,Incorrect,0.363578
storage_tank_34_3_msrgb.jpg,storage_tank,road_bridge,Incorrect,0.63252085
storage_tank_39_3_msrgb.jpg,storage_tank,oil_or_gas_facility,Incorrect,0.98405737
storage_tank_56_5_msrgb.jpg,storage_tank,railway_bridge,Incorrect,0.9345335
storage_tank_72_0_msrgb.jpg,storage_tank,single-unit_residential,Incorrect,0.31740692
surface_mine_107_1_msrgb.jpg,surface_mine,oil_or_gas_facility,Incorrect,0.5431921
surface_mine_118_1_msrgb.jpg,surface_mine,barn,Incorrect,0.96797144
surface_mine_42_1_msrgb.jpg,surface_mine,dam,Incorrect,0.94945955
surface_mine_56_9_msrgb.jpg,surface_mine,factory_or_powerplant,Incorrect,0.4728779
surface_mine_62_1_msrgb.jpg,surface_mine,space_facility,Incorrect,0.9202651
swimming_pool_127_8_msrgb.jpg,swimming_pool,single-unit_residential,Incorrect,0.8142427
swimming_pool_138_5_msrgb.jpg,swimming_pool,shopping_mall,Incorrect,0.9803371
swimming_pool_141_2_msrgb.jpg,swimming_pool,single-unit_residential,Incorrect,0.6083473
swimming_pool_42_1_msrgb.jpg,swimming_pool,lighthouse,Incorrect,0.9746265
swimming_pool_51_11_msrgb.jpg,swimming_pool,railway_bridge,Incorrect,0.9996704
toll_booth_120_9_msrgb.jpg,toll_booth,gas_station,Incorrect,0.99587077
toll_booth_76_2_msrgb.jpg,toll_booth,hospital,Incorrect,0.6048947
toll_booth_79_3_msrgb.jpg,toll_booth,solar_farm,Incorrect,0.9894071
toll_booth_95_0_msrgb.jpg,toll_booth,single-unit_residential,Incorrect,0.9925086
tower_0_0_msrgb.jpg,tower,impoverished_settlement,Incorrect,0.4370395
tower_15_3_msrgb.jpg,tower,waste_disposal,Incorrect,0.9639615
tower_172_0_msrgb.jpg,tower,crop_field,Incorrect,0.6880215
tower_238_2_msrgb.jpg,tower,multi-unit_residential,Incorrect,0.9970668
tower_55_1_msrgb.jpg,tower,dam,Incorrect,0.43249807
tunnel_opening_118_9_msrgb.jpg,tunnel_opening,archaeological_site,Incorrect,0.99914265
tunnel_opening_216_2_msrgb.jpg,tunnel_opening,lighthouse,Incorrect,0.9752783
tunnel_opening_228_4_msrgb.jpg,tunnel_opening,lake_or_pond,Incorrect,0.42893797
tunnel_opening_25_5_msrgb.jpg,tunnel_opening,tunnel_opening,Correct,0.99999964
tunnel_opening_78_1_msrgb.jpg,tunnel_opening,hospital,Incorrect,0.91150767
waste_disposal_121_0_msrgb.jpg,waste_disposal,place_of_worship,Incorrect,0.83679014
waste_disposal_30_3_msrgb.jpg,waste_disposal,educational_institution,Incorrect,0.52035314
waste_disposal_31_2_msrgb.jpg,waste_disposal,ground_transportation_station,Incorrect,0.53933674
waste_disposal_44_8_msrgb.jpg,waste_disposal,shopping_mall,Incorrect,0.96751815
waste_disposal_87_5_msrgb.jpg,waste_disposal,dam,Incorrect,0.8153588
water_treatment_facility_204_1_msrgb.jpg,water_treatment_facility,solar_farm,Incorrect,0.57838404
water_treatment_facility_2_7_msrgb.jpg,water_treatment_facility,shopping_mall,Incorrect,0.57802093
water_treatment_facility_3_0_msrgb.jpg,water_treatment_facility,construction_site,Incorrect,0.98506725
water_treatment_facility_42_4_msrgb.jpg,water_treatment_facility,electric_substation,Incorrect,0.640846
water_treatment_facility_60_3_msrgb.jpg,water_treatment_facility,shopping_mall,Incorrect,0.72063786
wind_farm_22_5_msrgb.jpg,wind_farm,waste_disposal,Incorrect,0.9994374
wind_farm_336_0_msrgb.jpg,wind_farm,lighthouse,Incorrect,0.50000495
wind_farm_64_1_msrgb.jpg,wind_farm,waste_disposal,Incorrect,0.99911064
wind_farm_69_5_msrgb.jpg,wind_farm,single-unit_residential,Incorrect,0.41618317
wind_farm_85_0_msrgb.jpg,wind_farm,flooded_road,Incorrect,0.37548518
zoo_18_6_msrgb.jpg,zoo,dam,Incorrect,0.8065346
zoo_23_6_msrgb.jpg,zoo,tunnel_opening,Incorrect,0.95941865
zoo_37_6_msrgb.jpg,zoo,hospital,Incorrect,0.31903353
zoo_40_1_msrgb.jpg,zoo,factory_or_powerplant,Incorrect,0.6280361
zoo_47_3_msrgb.jpg,zoo,tunnel_opening,Incorrect,0.59342873
